,address,at_street,description,latitude,location_type,longitude,municipality,name,on_street,platform_code,platform_name,vehicle_type,wheelchair_boarding
5416,,Pratt Street,,42.420125,0,-71.06127,Malden,Cross St @ Pratt St,Cross Street,,,3.0,1
157,,East Broadway,,42.335582,0,-71.045971,Boston,W Broadway @ Dorchester St,West Broadway,,,3.0,1
45080,,Fellsmere Road,,42.430291,0,-71.08622,Malden,Savin St @ Fellsmere Rd,Savin Street,,,3.0,1
4320,,Farrell Street,,42.251054,0,-71.016004,Quincy,52 Whitwell St,Whitwell Street,,,3.0,1
node-714-bridge,,,Orient Heights - Top of Elevator 714,42.386783,3,-71.004738,Boston,Orient Heights,,,,,1
8,,Island Street,,42.331202,0,-71.070724,Boston,Massachusetts Ave @ Island St,Massachusetts Avenue,,,3.0,1
5220,,Fletcher Street,,42.291107,0,-71.139812,Boston,Centre St @ Fletcher St,Centre Street,,,3.0,1
3796,,Patten Avenue,,42.234513,0,-70.977862,Braintree,Quincy Ave @ Quirk Chevrolet,Quincy Avenue,,,3.0,1
494,,Washington Street,,42.278512,0,-71.070513,Boston,Gallivan Blvd @ Washington St,Gallivan Boulevard,,,3.0,1
node-state-congress-farepaid,,,State - Paid side of fare gates,,3,,Boston,State,,,,,1
4845,,Devereux Street,,42.495254,0,-70.864552,Marblehead,Pleasant St @ Devereux Terr,Pleasant Street,,,3.0,1
3212,,Apthorp Street,,42.276986,0,-71.017683,Quincy,Billings Rd @ Apthorp St,Billings Road,,,3.0,1
25997,,,,42.463181,0,-71.091894,Stoneham,Pond St @ Stone Zoo,Pond Street,,,3.0,1
node-pktrm-tremontstairs-lobby,,,"Park Street - Bottom of stairs between Government Center & North platform and Tremont Street, Winter Street",,3,,Boston,Park Street,,,,,1
FR-0132-01,,,Kendal Green - Commuter Rail - Track 1,42.37897,0,-71.282411,Weston,Kendal Green,,1,Track 1,2.0,2
node-410-bridge,,,Airport - Top of Escalator 410,42.37447,3,-71.030262,Boston,Airport,,,,,1
806,,Willow Street,,42.287553,0,-71.152439,Boston,Centre St @ Willow St,Centre Street,,,3.0,1
33635,,London Avenue,,42.268555,0,-71.040388,Quincy,W Squantum St @ London Ave,West Squantum Street,,,3.0,1
3389,,Hollis Street,,42.258688,0,-71.042668,Milton,Adams St @ Hollis St,Adams Street,,,3.0,1
5510,,Church Street,,42.407768,0,-71.054757,Everett,Broadway @ Mansfield St,Broadway,,,3.0,1
WR-0205-B0,,Tewksbury Street,Ballardvale - Commuter Rail Outbound Shuttle - Andover St opp Tewksbury St,42.626948,0,-71.160238,Andover,Ballardvale - Andover St opp Tewksbury St,Andover Street,,Outbound Shuttle,3.0,1
node-pktrm-sbwbstairs-gl,,,Park Street - Top of stairs between Ashmont/Braintree platform and Copley & West platform,,3,,Boston,Park Street,,,,,1
1072,,Everett Street,,42.363179,0,-71.135542,Boston,Western Ave @ Everett St,Western Avenue,,,3.0,1
9214,,Salem Street,,42.427259,0,-71.067055,Malden,Main St @ Salem St,Main Street,,,3.0,1
7377,,Margin Street,,42.458381,0,-70.976182,Lynn,Summer St opp Margin St,Summer Street,,,3.0,1
4459,,Proctor Street,,42.513117,0,-70.907589,Salem,Highland Ave @ Proctor St,Highland Avenue,,,3.0,1
node-portr-507stairs-sbplatform,,,Porter - Top of stairs between Alewife platform and Ashmont/Braintree platform,42.388872,3,-71.119021,Cambridge,Porter,,,,,1
7349,,Lebel Road,,42.498639,0,-70.973238,Lynn,Lynnfield St @ Lebel Rd,Lynnfield Street,,,3.0,1
591,,Adirondack Place,,42.272915,0,-71.067814,Boston,Dorchester Ave opp Adirondack Pl,Dorchester Avenue,,,3.0,1
833,,Capital Street,,42.285986,0,-71.170648,Boston,Baker St @ Lasell St,Baker Street,,,3.0,1
49828,,Eastern Avenue,,42.481433,0,-71.144302,Woburn,Montvale Ave @ Eastern Ave,Montvale Avenue,,,3.0,1
door-rugg-ruggles,,,Ruggles - Ruggles St,42.335891,2,-71.090358,Boston,Ruggles - Ruggles St,,,,,2
6360,,Metropolitan Avenue,,42.260317,0,-71.115746,Boston,River St @ Metropolitan Ave,River Street,,,3.0,1
892,,Atlantic Avenue,,42.352649,0,-71.055136,Boston,Summer St @ Atlantic Ave,Summer Street,,,3.0,1
NEC-1768-03,,,TF Green Airport - Commuter Rail - Track 3 (All Trains),41.726599,0,-71.442453,Warwick,TF Green Airport,,3,Track 3 (All Trains),2.0,1
node-406-street,,,Aquarium - Top of escalator from lobby to Atlantic Avenue,,3,,Boston,Aquarium,,,,,1
node-cntsq-prospectstair-farepaid,,,Central - Paid side of fare gates,,3,,Cambridge,Central,,,,,1
door-masta-camden,,,Massachusetts Avenue - Camden St,42.340379,2,-71.084763,Boston,Massachusetts Avenue - Camden St,,,,,2
6364,,,,42.263553,0,-71.102202,Boston,River St @ Wachusett St,River Street,,,3.0,1
11719,,Babson Street,,42.270168,0,-71.093907,Boston,Blue Hill Ave opp Babson St,Blue Hill Avenue,,,3.0,1
9001,,Gibson Street,,42.439418,0,-71.051859,Malden,Sylvan St @ Blantyre Rd,Sylvan Street,,,3.0,1
49798,,,,42.515416,0,-71.250401,Bedford,10 Oak Park Dr,Oak Park Drive,,,3.0,1
door-pktrm-tremontw,,,"Park Street - Boston Common, Tremont St",42.35649,2,-71.062531,Boston,"Park Street - Boston Common, Tremont St",,,,,2
3041,,Greenleaf Street,,42.255069,0,-71.006206,Quincy,Hancock St @ Greenleaf St,Hancock Street,,,3.0,0
node-harsq-harstair-platform,,,Harvard - Bottom of stairs between Alewife platform and Church Street lobby,,3,,Cambridge,Harvard,,,,,1
7445,,Browns Avenue,,42.461917,0,-70.98615,Lynn,Boston St @ Browns Ave,Boston Street,,,3.0,1
WML-0274-02,,,Southborough - Commuter Rail - Track 2 (Boston),42.267024,0,-71.524371,Southborough,Southborough,,2,Track 2 (Boston),2.0,1
node-davis-farepaid,,,Davis - Paid side of fare gates,,3,,Somerville,Davis,,,,,1
38493,,Elm Street,,42.223852,0,-70.996636,Braintree,Middle St @ Elm St,Middle Street,,,3.0,1
70145,,,Boston University Central - Green Line - (B) Boston College,42.350148,0,-71.107455,Boston,Boston University Central,,,Boston College,0.0,1
8244,,,,42.479837,0,-71.185434,Woburn,Cambridge Rd @ S Bedford Rd,Cambridge Street,,,3.0,2
9175,,Exeter Street,,42.425505,0,-71.122968,Medford,Winthrop St @ Woodside Rd,Winthrop Street,,,3.0,1
door-sstat-finctr,,,South Station - Financial Center,42.352544,2,-71.055824,Boston,South Station - Financial Center,,,,,2
22818,,Reservation Road,,42.246477,0,-71.128705,Boston,Hyde Park Ave @ Reservation Rd,Hyde Park Avenue,,,3.0,1
42883,,Bonner Avenue,,42.405329,0,-71.101094,Medford,Mystic Ave opp Bonner Ave,Mystic Avenue,,,3.0,1
5473,,Lynn Street,,42.431624,0,-71.026422,Malden,Eastern Ave @ Lynn St,Eastern Avenue,,,3.0,1
7653,,Webster Street,,42.350015,0,-71.229883,Newton,Elm St @ Webster St,Elm Street,,,3.0,1
8460,,The Great Road,,42.488997,0,-71.27168,Bedford,Loomis St @ Great Rd,Loomis Street,,,3.0,1
11971,,Hichborn Street,,42.355468,0,-71.142005,Boston,Arthur St @ Hichborn St - Stop & Shop,Arthur Street,,,3.0,1
7246,,,,42.470697,0,-70.955646,Lynn,Western Ave @ Lawton Ave,Western Avenue,,,3.0,1
1250,,Concord Square,,42.340447,0,-71.078336,Boston,Tremont St @ Concord Sq,Tremont Street,,,3.0,1
GB-0222-02,,,Prides Crossing - Commuter Rail - Track 2,42.559446,0,-70.825541,Beverly,Prides Crossing,,2,Track 2,2.0,2
1694,,Cedarwood Avenue,,42.501785,0,-71.195031,Burlington,Cambridge St @ Cedarwood Ln,Cambridge Street,,,3.0,0
17922,,Park Avenue,,42.424244,0,-71.183186,Arlington,Massachusetts Ave @ Park Ave,Massachusetts Avenue,,,3.0,1
1851,,Morey Road,,42.293532,0,-71.140076,Boston,Weld St @ Cerdan Ave,Weld Street,,,3.0,1
door-capst-mattapan,,,Capen Street - Capen St (West),42.267595,2,-71.087241,Milton,Capen Street - Capen St (West),,,,,1
node-144-lobby,,,Back Bay - Top of Track 2 escalator,,3,,Boston,Back Bay,,,,,1
door-rsmnl-eramp,,,"Reservoir - Chestnut Hill Ave, Cleveland Circle (Ramp)",42.334975,2,-71.148607,Brookline,"Reservoir - Chestnut Hill Ave, Cleveland Circle (Ramp)",,,,,1
70214,,,Hawes Street - Green Line - Park Street & North,42.344867,0,-71.111157,Brookline,Hawes Street,,,Park Street & North,0.0,2
6708,,Washington Avenue,,42.472783,0,-70.994414,Saugus,Garfield Ave @ Washington Ave,Garfield Avenue,,,3.0,0
3385,,Guilford Road,,42.264975,0,-71.044603,Milton,197 Granite Ave,Granite Avenue,,,3.0,1
42618,,Rhoades Avenue,,42.160615,0,-71.216913,Walpole,Washington St @ Rhoades Ave,Washington Street,,,3.0,1
70181,,,Brookline Village - Green Line - (D) Riverside,42.33257,0,-71.117041,Brookline,Brookline Village,,,Riverside,0.0,1
node-portr-crstairs-crplatform,,,Porter - Top of stairs between Commuter Rail and lobby,42.388124,3,-71.11877,Cambridge,Porter,,,,,1
1497,,Magazine Street,,42.325078,0,-71.074964,Boston,Dudley St @ Blue Hill Ave,Dudley Street,,,3.0,1
791,,Walworth Street,,42.286196,0,-71.137212,Boston,Belgrade Ave @ Walworth St,Belgrade Avenue,,,3.0,1
77051,,,,42.381063,0,-71.193252,Watertown,Belmont St @ Duff St,Belmont Street,,,3.0,0
5962,,Clifton Street,,42.432193,0,-71.072243,Malden,Washington St @ Clifton St,Washington Street,,,3.0,1
node-309-lobby,,,Wellington - Top of escalator from platform for all trains to lobby,42.402196,3,-71.077194,Medford,Wellington,,,,,1
2547,,Trowbridge Street,,42.377623,0,-71.109783,Cambridge,Kirkland St opp Trowbridge St,Kirkland Street,,,3.0,1
49837,,Montvale Road,,42.484643,0,-71.125988,Woburn,Pine St @ Orange St,Pine Street,,,3.0,0
1172,,Dale Street,,42.323568,0,-71.08928,Boston,Washington St @ Dale St,Washington Street,,,3.0,1
5617,,City Hall Avenue,,42.393347,0,-71.03296,Chelsea,Broadway @ Shurtleff St,Broadway,,,3.0,1
74981,,Linden Street,,42.384918,0,-71.216619,Waltham,Beaver St @ Linden St,Beaver Street,,,3.0,1
419,,Angell Street,,42.295595,0,-71.087913,Boston,Blue Hill Ave @ Angell St,Blue Hill Avenue,,,3.0,1
2866,,Auburn Street,,42.381853,0,-71.068394,Boston,Bunker Hill St @ St Martin St,Bunker Hill Street,,,3.0,1
door-mlmnl-ramp,,,"Malden Center - Commercial St, Malden Government Center (ramp)",42.42689,2,-71.073987,Malden,"Malden Center - Commercial St, Malden Government Center (ramp)",,,,,1
17170,,Church Street,,42.549168,0,-70.878059,Beverly,Cabot St @ Essex St,Cabot Street,,,3.0,1
2254,,Menotomy Road,,42.420179,0,-71.169748,Arlington,Massachusetts Ave @ Menotomy Rd,Massachusetts Avenue,,,3.0,1
6472,,Willow Avenue,,42.267672,0,-71.120811,Boston,942 Hyde Park Ave,Hyde Park Avenue,,,3.0,1
1778,,,,42.340455,0,-71.105828,Boston,Brookline Ave @ Short St,Brookline Avenue,,,3.0,1
node-nqncy-hstair-lobby,,,North Quincy - Top of stairs between Hancock Street and lobby,42.276542,3,-71.030788,Quincy,North Quincy,,,,,1
11836,,Bellingham Road,,42.304467,0,-71.150105,Brookline,145 Grove St opp Bellingham Rd,Grove Street,,,3.0,1
2007,,Saint Rose Street,,42.304396,0,-71.114769,Boston,South St @ St Rose St,South Street,,,3.0,1
8449,,,,42.474078,0,-71.248515,Lexington,Bedford St @ Eldred St,Bedford Street,,,3.0,1
74613,,,World Trade Center - Silver Line - Airport/Design Center/Chelsea,42.34863,0,-71.04246,Boston,World Trade Center,,,Airport/Design Center/Chelsea,3.0,1
7843,,Woerd Avenue,,42.363851,0,-71.243411,Waltham,Crescent St @ Woerd Ave,Crescent Street,,,3.0,1
7129,,Judson Street,,42.55127,0,-70.878599,Beverly,Cabot St @ Judson St,Cabot Street,,,3.0,1
door-gover-main,,,Government Center - City Hall Plaza,42.359699,2,-71.05936,Boston,Government Center - City Hall Plaza,,,,,1
82140,,Mark Lee Road,,42.293848,0,-71.235334,Needham,Highland Ave @ Avery Sq,Highland Avenue,,,3.0,1
15832,,,,42.417459,0,-71.018266,Revere,267 Cooledge St,Cooledge Street,,,3.0,0
place-NEC-1851,"100 Gaspee St, Providence, RI 02903",,,41.829293,1,-71.413301,Providence,Providence,,,,,1
4492,,Ida Street,,42.45538,0,-70.974007,Lynn,Western Ave @ MBTA Lynn Garage,Western Avenue,,,3.0,1
987,,Elmwood Street,,42.355606,0,-71.182247,Newton,Park St @ Tremont St,Park Street,,,3.0,0
3673,,Academy Avenue,,42.222384,0,-70.939056,Weymouth,Middle St @ Academy Ave,Middle Street,,,3.0,1
2320,,Dover Street,,42.394514,0,-71.126799,Cambridge,Massachusetts Ave @ Dover St,Massachusetts Avenue,,,3.0,1
WR-0228-B0,,Amici Way,Andover - Commuter Rail Outbound Shuttle - Railroad St opp Amici Way,42.65796,0,-71.144712,Andover,Andover - Railroad St opp Amici Way,Railroad Street,,Outbound Shuttle,3.0,1
5476,,Prentiss Street,,42.43103,0,-71.032624,Malden,1332 Eastern Ave opp Prentiss St,Eastern Avenue,,,3.0,1
45838,,Constitution Avenue,,42.414603,0,-71.011871,Revere,Cooledge St @ Constitution Ave,Cooledge Street,,,3.0,0
4606,,Woodside Street,,42.531245,0,-70.909692,Salem,North St @ Woodside St,North Street,,,3.0,1
70120,,,Washington Street - Green Line - Park Street & North,42.344329,0,-71.142385,Boston,Washington Street,,,Park Street & North,0.0,1
node-crtst-wtcexitstair-lobby,,,Courthouse - Top of stairs for exit-only gates from outbound platform,,3,,Boston,Courthouse,,,,,1
7348,,Harris Road,,42.500049,0,-70.976058,Lynn,Lynnfield St opp Harris Rd,Lynnfield Street,,,3.0,1
2424,,Warren Street,,42.416503,0,-71.148382,Arlington,Medford St opp Warren St,Medford Street,,,3.0,1
6324,,Governors Avenue,,42.418677,0,-71.111883,Medford,High St opp Governors Ave,High Street,,,3.0,1
6729,,Central Street,,42.48389,0,-71.011405,Saugus,Walnut St @ Central St,Walnut Street,,,3.0,1
2043,,Marshall Street,,42.367918,0,-71.17901,Watertown,Mt Auburn St @ Marshall St,Mount Auburn Street,,,3.0,0
node-asmnl-peafarepaid,,,Ashmont - Paid side of fare gates,42.285063,3,-71.063999,Boston,Ashmont,,,,,1
1188,,Weld Avenue,,42.315207,0,-71.097652,Boston,Columbus Ave opp Weld Ave - Egleston Sq,Columbus Avenue,,,3.0,1
1451,,Beacon Park,,42.364722,0,-71.176226,Watertown,Arsenal St opp Beacon Pk,Arsenal Street,,,3.0,1
node-sstat-382stair-rl,,,South Station - Bottom of stairs for exit from Red Line,,3,,Boston,South Station,,,,,1
3298,,Empire Street,,42.257883,0,-70.971888,Quincy,Palmer St @ Forbush Ave,Palmer Street,,,3.0,1
node-state-oldstatepassageministairs-landing,,,"State - Bottom of stairs between Wonderland platform, Orange Line landing and State St, Devonshire St",,3,,Boston,State,,,,,1
17153,,Derby Street,,42.520842,0,-70.890086,Salem,Hawthorne Blvd @ Derby St,Hawthorne Boulevard,,,3.0,1
node-885-lobby,,,Revere Beach - Top of Elevator 885 between Wonderland platform and lobby,42.407872,3,-70.992427,Revere,Revere Beach,,,,,1
86935,,Everett Street,,42.376279,0,-71.254685,Waltham,Main St @ Everett St,Main Street,,,3.0,1
Dedham Corp Center-S,,,Dedham Corp Center - Commuter Rail Shuttle,42.227079,0,-71.174254,Dedham,Dedham Corp Center,,,Commuter Rail Shuttle,3.0,1
node-848-lobby,,,Ruggles - Top of Lower Busway Lane 2 elevator,42.336486,3,-71.089081,Boston,Ruggles,,,,,1
66500,,Walk Hill Street,,42.287713,0,-71.106444,Boston,American Legion Hwy @ Walk Hill St,American Legion Highway,,,3.0,1
917,,Foster Street,,42.349007,0,-71.157011,Boston,Washington St @ Foster St,Washington Street,,,3.0,1
6736,,Newcomb Avenue,,42.473773,0,-70.99539,Saugus,Garfield Ave @ Newcomb Ave,Garfield Avenue,,,3.0,0
place-GB-0222,"600 Hale St, Beverly, MA 01915",,,42.559446,1,-70.825541,Beverly,Prides Crossing,,,,,2
13402,,Common Street,,42.250117,0,-71.025084,Quincy,Quarry St @ Common St,Quarry Street,,,3.0,1
node-331-rl,,,Downtown Crossing - Bottom of escalator from Ashmont/Braintree platform to Oak Grove platform,,3,,Boston,Downtown Crossing,,,,,1
node-137-platform,,,Ruggles - Bottom of Orange Line north platform escalator,,3,,Boston,Ruggles,,,,,1
4064,,Pleasant Street,,42.168345,0,-71.036517,Randolph,203 North St,North Street,,,3.0,1
2258,,Central Street,,42.41619,0,-71.156708,Arlington,Massachusetts Ave @ Academy St,Massachusetts Avenue,,,3.0,1
3260,,Rock Island Road,,42.268418,0,-70.954436,Quincy,Sea St @ Wall St,Sea Street,,,3.0,0
49810,,,,42.503598,0,-71.239766,Bedford, MITRE Corp Inner Rd,,,,3.0,1
70514,,,East Somerville - Green Line - Copley & West,42.379624,0,-71.086829,Somerville,East Somerville,,,Copley & West,0.0,1
door-asmnl-beale,,,Ashmont - Beale St,42.283765,2,-71.063468,Boston,Ashmont - Beale St,,,,,1
2287,,Mount Vernon Street,,42.418987,0,-71.167129,Arlington,Massachusetts Ave @ Prentiss Rd,Massachusetts Avenue,,,3.0,1
8638,,Slocum Road,,42.444814,0,-71.221019,Lexington,Massachusetts Ave @ Slocum Rd,Massachusetts Avenue,,,3.0,1
5289,,Jackson Street,,42.42525,0,-71.070368,Malden,Centre St @ Stop & Shop,Centre Street,,,3.0,1
70512,,,Medford/Tufts - Green Line - Copley & West,42.40828,0,-71.117339,Medford,Medford/Tufts,,,Copley & West,0.0,1
5369,,Washington Street,,42.42865,0,-71.071159,Malden,Florence St @ Washington St,Florence Street,,,3.0,1
node-sstat-finctrstair-lobby,,,"South Station - Bottom of stairs for Summer Street, Atlantic Avenue, Financial Center",,3,,Boston,South Station,,,,,1
node-brntn-farepaid,,,Braintree - Paid side of fare gates,42.207551,3,-71.001542,Braintree,Braintree,,,,,1
node-forhl-nlowbusstairs-busway,,,Forest Hills - Bottom of north lower busway stairs,42.300763,3,-71.113582,Boston,Forest Hills,,,,,1
node-jfk-ashganstair-lobby,,,"JFK/UMass - Top of northern stairs between Ashmont, Alewife platform and lobby",42.320614,3,-71.052483,Boston,JFK/UMass,,,,,1
ER-0042,,,Chelsea - Commuter Rail,42.397222,0,-71.04229,Chelsea,Chelsea,,,Commuter Rail,2.0,1
2439,,Hampshire Court,,42.373018,0,-71.100107,Cambridge,Hampshire St @ Inman St,Hampshire Street,,,3.0,1
2697,,Josephine Avenue,,42.39974,0,-71.111859,Somerville,Broadway @ Josephine Ave - Ball Sq,Broadway,,,3.0,1
3125,,West Squantum Street,North Quincy - Busway,42.275585,0,-71.028752,Quincy,North Quincy,Busway,,Busway,3.0,1
24487,,Windsor Street,,42.367208,0,-71.095569,Cambridge,Broadway @ Windsor St,Broadway,,,3.0,1
4248,,Woodlawn Street,,42.158323,0,-71.043369,Randolph,S Main St @ Van Beal Rd,South Main Street,,,3.0,1
109878,,Sea Foam Avenue,,42.377526,0,-70.974688,Winthrop,Shirley St opp Seafoam Ave,Shirley Street,,,3.0,1
NEC-2203-02,,,Hyde Park - Commuter Rail - Track 2 (South Station),42.25503,0,-71.125526,Boston,Hyde Park,,2,Track 2 (South Station),2.0,1
node-andrw-sobstairs-platform,,,Andrew - Bottom of south outbound stairs,,3,,Boston,Andrew,,,,,1
8815,,Merchants Row,,42.365985,0,-71.185281,Watertown,Main St @ Merchants Row,Main Street,,,3.0,1
2565,,Bennett Street,,42.372111,0,-71.12163,Cambridge,16 Eliot St,Eliot Street,,,3.0,1
4943,,Winnegance Avenue,,42.510647,0,-70.9486,Peabody,Lynn St @ Winnegance Ave,Lynn Street,,,3.0,1
node-128-lobby,,,Forest Hills - Top of south lower busway escalator,42.300536,3,-71.113759,Boston,Forest Hills,,,,,1
5567,,Arlington Street,,42.408292,0,-71.046166,Everett,Ferry St @ Nichols St,Ferry Street,,,3.0,1
8439,,,,42.453596,0,-71.232967,Lexington,57 Bedford St,Bedford Street,,,3.0,1
3404,,Badgers Lane,,42.245373,0,-71.030248,Quincy,Copeland St opp Badgers Ln,Copeland Street,,,3.0,1
4186,,West Street,,42.169097,0,-71.045626,Randolph,N Main St @ West St,North Main Street,,,3.0,1
85564,,Capital Street,,42.285899,0,-71.170734,Boston,Baker St @ Capital St,Baker Street,,,3.0,1
4705,,,,42.453712,0,-70.961756,Lynn,621 Lynnway,Lynnway,,,3.0,1
93618,,,,42.147256,0,-71.240311,Walpole,710 East St opp Kendall St,East Street,,,3.0,1
3219,,Billings Road,,42.272996,0,-71.026403,Quincy,Holmes St @ Billings Rd,Holmes Street,,,3.0,1
5356,,Shute Street,,42.417225,0,-71.049383,Everett,Ferry St @ Shute St,Ferry Street,,,3.0,1
6943,,Fowle Street,,42.472675,0,-71.150067,Woburn,Main St @ Warren Ave,Main Street,,,3.0,1
node-jfk-sydneynstair-lobby,,,JFK/UMass - Top of stairs between Sydney Street and lobby,42.320701,3,-71.052626,Boston,JFK/UMass,,,,,1
place-wondl,"1300 North Shore Rd, Revere, MA 02151",,,42.41342,1,-70.991648,Revere,Wonderland,,,,,1
5457,,Sprague Street,,42.427665,0,-71.064714,Malden,Salem St opp Sprague St,Salem Street,,,3.0,1
7297,,Allerton Street,,42.479229,0,-70.954042,Lynn,Chestnut St @ Allerton St,Chestnut Street,,,3.0,1
3178,,Wilson Avenue,,42.265742,0,-71.034807,Quincy,Harvard St @ Wilson Ave,Harvard Street,,,3.0,1
765,,Stimson Street,,42.263043,0,-71.163301,Boston,2550 Centre St,Centre Street,,,3.0,1
node-811-lobby,,,Braintree - Bottom of Red Line platform elevator,42.207528,3,-71.00167,Braintree,Braintree,,,,,1
door-grnst-main,,,"Green Street - Woolsey Sq, Green St, Amory St",42.310556,2,-71.107519,Boston,"Green Street - Woolsey Sq, Green St, Amory St",,,,,1
7174,,Chestnut Street,,42.554641,0,-70.878354,Beverly,Cabot St opp Chestnut St,Cabot Street,,,3.0,1
12940,,Songin Way,,42.328037,0,-71.057845,Boston,Boston St @ Fr Songin Way,Boston Street,,,3.0,1
78511,,Willow Street,,42.369889,0,-71.221264,Waltham,River St @ Willow St,River Street,,,3.0,1
node-986-crplatform,,,Porter - Commuter Rail level of elevator between lobby and Commuter Rail,42.388193,3,-71.118924,Cambridge,Porter,,,,,1
33691,,Beaufield Street,,42.28202,0,-71.055323,Boston,Granite Ave @ Gallivan Blvd,Granite Avenue,,,3.0,1
8973,,Vallaro Road,,42.2433,0,-71.140102,Boston,River St opp Vallaro Rd,River Street,,,3.0,1
2310,,Waterhouse Street,,42.377805,0,-71.119941,Cambridge,Massachusetts Ave opp Waterhouse St,Massachusetts Avenue,,,3.0,1
15061,,Waddell Street,,42.438514,0,-71.089152,Medford,Highland Ave @ Waddell St,Highland Avenue,,,3.0,0
5377,,Franklin Street,,42.426929,0,-71.059522,Malden,Eastern Ave @ Franklin St,Eastern Avenue,,,3.0,1
12654,,,,42.407284,0,-71.134563,Arlington,Broadway opp Sunnyside Ave,Broadway,,,3.0,1
17861,,,Ruggles - Upper Busway,42.336572,0,-71.089616,Boston,Ruggles,,,Upper Busway,3.0,1
4475,,Eastern Avenue,,42.485055,0,-70.94145,Lynn,Western Ave opp Eastern Ave,Western Avenue,,,3.0,1
node-sull-fareunpaid,,,Sullivan Square - Unpaid side of fare gates,,3,,Boston,Sullivan Square,,,,,1
